timestamp,中证1000_主力等级,中证1000_级别,中证500_主力等级,中证500_级别,沪深300_主力等级,沪深300_级别,上证50_主力等级,上证50_级别,上证指数_主力等级,上证指数_级别,深证成指_主力等级,深证成指_级别,科创50_主力等级,科创50_级别,创业板指_主力等级,创业板指_级别,结论,截图文件
2025-09-15 23:32:01,-0.99,-C,-1.02,-B,-1.72,-B,-0.92,-C,-1.19,-B,-1.72,-B,-1.42,-B,-2.11,,观望,../data/fast_screenshots/fullscreen_20250915_233201.png
2025-09-15 23:32:02,-0.99,-C,-1.02,-B,-1.72,-B,-0.92,-C,-1.19,-B,-1.72,-B,-1.42,-B,-2.11,,观望,../data/fast_screenshots/fullscreen_20250915_233202.png
2025-09-15 23:32:04,-0.99,-C,-1.02,-B,-1.72,-B,-0.92,-C,-1.19,-B,-1.72,-B,-1.42,-B,-2.11,,观望,../data/fast_screenshots/fullscreen_20250915_233204.png
2025-09-15 23:32:05,-0.99,-C,-1.02,-B,-1.72,-B,-0.92,-C,-1.19,-B,-1.72,-B,-1.42,-B,-2.11,,观望,../data/fast_screenshots/fullscreen_20250915_233205.png
2025-09-15 23:32:06,-0.99,-C,-1.02,-B,-1.72,-B,-0.92,-C,-1.19,-B,-1.72,-B,-1.42,-B,-2.11,,观望,../data/fast_screenshots/fullscreen_20250915_233206.png
