timestamp,中证1000_主力等级,中证1000_级别,中证500_主力等级,中证500_级别,沪深300_主力等级,沪深300_级别,上证50_主力等级,上证50_级别,上证指数_主力等级,上证指数_级别,深证成指_主力等级,深证成指_级别,科创50_主力等级,科创50_级别,创业板指_主力等级,创业板指_级别,结论,截图文件
2025-09-22 21:54:42,3.58,AA,4.58,AAA,2.5,A,0.68,A,3.19,AA,2.5,AA,1.25,A,3.77,AA,做多,../data/fast_screenshots/fullscreen_20250922_215442.png
2025-09-22 21:54:43,3.58,AA,4.58,AAA,2.5,A,0.68,A,3.19,AA,2.5,AA,1.25,A,3.77,AA,做多,../data/fast_screenshots/fullscreen_20250922_215443.png
2025-09-22 21:54:44,3.58,AA,4.58,AAA,2.5,A,0.68,A,3.19,AA,2.5,AA,1.25,A,3.77,AA,做多,../data/fast_screenshots/fullscreen_20250922_215444.png
2025-09-22 21:54:45,3.58,AA,4.58,AAA,2.5,A,0.68,A,3.19,AA,2.5,AA,1.25,A,3.77,AA,做多,../data/fast_screenshots/fullscreen_20250922_215445.png
2025-09-22 21:54:46,3.58,AA,4.58,AAA,2.5,A,0.68,A,3.19,AA,2.5,AA,1.25,A,3.77,AA,做多,../data/fast_screenshots/fullscreen_20250922_215446.png
2025-09-22 21:54:47,3.58,AA,4.58,AAA,2.5,A,0.68,A,3.19,AA,2.5,AA,1.25,A,3.77,AA,做多,../data/fast_screenshots/fullscreen_20250922_215447.png
2025-09-22 21:54:48,3.58,AA,4.58,AAA,2.5,A,0.68,A,3.19,AA,2.5,AA,1.25,A,3.77,AA,做多,../data/fast_screenshots/fullscreen_20250922_215448.png
2025-09-22 21:54:49,3.58,AA,4.58,AAA,2.5,A,0.68,A,3.19,AA,2.5,AA,1.25,A,3.77,AA,做多,../data/fast_screenshots/fullscreen_20250922_215449.png
2025-09-22 21:54:50,3.58,AA,4.58,AAA,2.5,A,0.68,A,3.19,AA,2.5,AA,1.25,A,3.77,AA,做多,../data/fast_screenshots/fullscreen_20250922_215450.png
2025-09-22 21:54:51,3.58,AA,4.58,AAA,2.5,A,0.68,A,3.19,AA,2.5,AA,1.25,A,3.77,AA,做多,../data/fast_screenshots/fullscreen_20250922_215451.png
2025-09-22 21:54:52,3.58,AA,4.58,AAA,2.5,A,0.68,A,3.19,AA,2.5,AA,1.25,A,3.77,AA,做多,../data/fast_screenshots/fullscreen_20250922_215452.png
2025-09-22 21:54:53,-1.87,-B,-3.77,-AA,-3.27,-AA,-2.55,-A,-1.8,-B,-3.27,-AA,-1.74,-B,-2.32,-A,做空,../data/fast_screenshots/fullscreen_20250922_215453.png
2025-09-22 21:54:54,3.58,AA,4.58,AAA,2.5,A,0.68,A,3.19,AA,2.5,AA,1.25,A,3.77,AA,做多,../data/fast_screenshots/fullscreen_20250922_215454.png
2025-09-22 21:54:55,3.58,AA,4.58,AAA,2.5,A,0.68,A,3.19,AA,2.5,AA,1.25,A,3.77,AA,做多,../data/fast_screenshots/fullscreen_20250922_215455.png
2025-09-22 21:54:56,3.58,AA,4.58,AAA,2.5,A,0.68,A,3.19,AA,2.5,AA,1.25,A,3.77,AA,做多,../data/fast_screenshots/fullscreen_20250922_215456.png
2025-09-22 21:54:57,0.0,,nan,,0.0,,nan,,nan,,nan,,nan,,nan,,观望,../data/fast_screenshots/fullscreen_20250922_215457.png
2025-09-22 21:54:58,0.0,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,观望,../data/fast_screenshots/fullscreen_20250922_215458.png
