timestamp,中证1000_主力等级,中证1000_级别,中证500_主力等级,中证500_级别,沪深300_主力等级,沪深300_级别,上证50_主力等级,上证50_级别,上证指数_主力等级,上证指数_级别,深证成指_主力等级,深证成指_级别,科创50_主力等级,科创50_级别,创业板指_主力等级,创业板指_级别,结论,截图文件
2025-09-17 22:19:31,-0.99,-A,-1.02,-B,-1.72,-B,-0.92,-C,-1.19,-B,-1.72,-B,-1.42,-B,-2.11,A,观望,../data/fast_screenshots/fullscreen_20250917_221931.png
2025-09-17 22:19:32,-0.99,-A,-1.02,-B,-1.72,-B,-0.92,-C,-1.19,-B,-1.72,-B,-1.42,-B,-2.11,A,观望,../data/fast_screenshots/fullscreen_20250917_221932.png
2025-09-17 22:19:33,-0.99,-A,-1.02,-B,-1.72,-B,-0.92,-C,-1.19,-B,-1.72,-B,-1.42,-B,-2.11,A,观望,../data/fast_screenshots/fullscreen_20250917_221933.png
2025-09-17 22:19:35,-0.99,-A,-1.02,-B,-1.72,-B,-0.92,-C,-1.19,-B,-1.72,-B,-1.42,-B,-2.11,A,观望,../data/fast_screenshots/fullscreen_20250917_221934.png
2025-09-17 22:19:36,-0.99,-A,-1.02,-B,-1.72,-B,-0.92,-C,-1.19,-B,-1.72,-B,-1.42,-B,-2.11,A,观望,../data/fast_screenshots/fullscreen_20250917_221936.png
2025-09-17 22:19:37,-0.99,-A,-1.02,-B,-1.72,-B,-0.92,-C,-1.19,-B,-1.72,-B,-1.42,-B,-2.11,A,观望,../data/fast_screenshots/fullscreen_20250917_221937.png
2025-09-17 22:19:38,-0.17,-A,0.12,C,0.29,C,0.41,C,1.17,B,0.29,B,-1.12,-B,-1.42,-B,观望,../data/fast_screenshots/fullscreen_20250917_221938.png
2025-09-17 22:19:39,-0.17,-A,0.12,C,0.29,C,0.41,C,1.17,B,0.29,B,-1.12,-B,-1.42,-B,观望,../data/fast_screenshots/fullscreen_20250917_221939.png
2025-09-17 22:19:41,-0.71,-A,-0.66,-C,-1.23,-B,-0.53,-C,-0.37,-C,-1.23,-B,-1.29,-B,-2.26,A,观望,../data/fast_screenshots/fullscreen_20250917_221941.png
2025-09-17 22:19:42,0.53,C,0.6,C,0.8,C,0.72,C,2.26,A,0.8,B,-0.86,-C,-0.88,-C,观望,../data/fast_screenshots/fullscreen_20250917_221942.png
2025-09-17 22:19:43,0.53,C,0.6,C,0.8,C,0.72,C,2.26,A,0.8,B,-0.86,-C,-0.88,-C,观望,../data/fast_screenshots/fullscreen_20250917_221943.png
2025-09-17 22:19:45,0.53,C,0.6,C,0.8,C,0.72,C,2.26,A,0.8,B,-0.86,-C,-0.88,-C,观望,../data/fast_screenshots/fullscreen_20250917_221945.png
2025-09-17 22:19:46,-0.54,-A,-1.71,-B,-0.63,-C,-0.42,-C,0.16,C,-0.63,-C,-3.23,AAA,-2.01,A,观望,../data/fast_screenshots/fullscreen_20250917_221946.png
2025-09-17 22:19:47,-0.54,-A,-1.71,-B,-0.63,-C,-0.42,-C,0.16,C,-0.63,-C,-3.23,AAA,-2.01,A,观望,../data/fast_screenshots/fullscreen_20250917_221947.png
2025-09-17 22:19:48,0.37,C,0.0,C,0.41,C,0.32,C,2.0,B,0.41,B,-0.94,-C,nan,-B,观望,../data/fast_screenshots/fullscreen_20250917_221948.png
2025-09-17 22:19:50,0.17,C,-0.3,-C,0.28,C,0.28,C,1.76,B,0.28,B,-1.34,-B,-1.33,-B,观望,../data/fast_screenshots/fullscreen_20250917_221950.png
2025-09-17 22:19:51,-0.99,-A,-1.02,-B,-1.72,-B,-0.92,-C,-1.19,-B,-1.72,-B,-1.42,-B,-2.11,A,观望,../data/fast_screenshots/fullscreen_20250917_221951.png
