timestamp,中证1000_主力等级,中证1000_级别,中证500_主力等级,中证500_级别,沪深300_主力等级,沪深300_级别,上证50_主力等级,上证50_级别,上证指数_主力等级,上证指数_级别,深证成指_主力等级,深证成指_级别,科创50_主力等级,科创50_级别,创业板指_主力等级,创业板指_级别,结论,截图文件
2025-09-15 23:23:39,-1.92,-B,-2.39,,-1.16,-B,-0.6,-C,-1.87,-B,-1.16,-B,-1.53,-B,-1.04,-B,观望,../data/fast_screenshots/fullscreen_20250915_232339.png
2025-09-15 23:23:40,-1.92,-B,-2.39,,-1.16,-B,-0.6,-C,-1.87,-B,-1.16,-B,-1.53,-B,-1.04,-B,观望,../data/fast_screenshots/fullscreen_20250915_232340.png
2025-09-15 23:23:41,-1.92,-B,-2.39,,-1.16,-B,-0.6,-C,-1.87,-B,-1.16,-B,-1.53,-B,-1.04,-B,观望,../data/fast_screenshots/fullscreen_20250915_232341.png
2025-09-15 23:23:42,-1.92,-B,-2.39,,-1.16,-B,-0.6,-C,-1.87,-B,-1.16,-B,-1.53,-B,-1.04,-B,观望,../data/fast_screenshots/fullscreen_20250915_232342.png
2025-09-15 23:23:44,-1.92,-B,-2.39,,-1.16,-B,-0.6,-C,-1.87,-B,-1.16,-B,-1.53,-B,-1.04,-B,观望,../data/fast_screenshots/fullscreen_20250915_232344.png
